symbol,market,asset_type,trade_date,open,high,low,close,prev_close,volume,amount,pct_change,ret_1d,log_ret_1d,quality_flag,ingest_time,data_version
HSCEI,HK,index,2020-01-03,11424.41015625,11428.3896484375,11243.76953125,11253.5498046875,11320.5595703125,0.0,0.0,-0.005919298000138573,-0.005919298000138573,-0.005936886486552987,PASS,2026-04-08T12:05:22Z,D20260408.01
HSCEI,HK,index,2020-01-06,11210.4404296875,11239.1298828125,11095.1796875,11165.41015625,11253.5498046875,0.0,0.0,-0.007832164069757508,-0.007832164069757508,-0.007862996562375433,PASS,2026-04-08T12:05:22Z,D20260408.01
HSCEI,HK,index,2020-01-07,11195.1904296875,11271.580078125,11179.080078125,11198.75,11165.41015625,0.0,0.0,0.0029859936431746448,0.0029859936431746448,0.0029815444188594016,PASS,2026-04-08T12:05:22Z,D20260408.01
HSCEI,HK,index,2020-01-08,11073.75,11129.7998046875,11023.26953125,11079.7900390625,11198.75,0.0,0.0,-0.010622610642928909,-0.010622610642928909,-0.010679433333153899,PASS,2026-04-08T12:05:22Z,D20260408.01
HSCEI,HK,index,2020-01-09,11186.8701171875,11290.150390625,11178.1796875,11281.259765625,11079.7900390625,0.0,0.0,0.018183532887555254,0.018183532887555254,0.01802018958725201,PASS,2026-04-08T12:05:22Z,D20260408.01
HSCEI,HK,index,2020-01-10,11312.75,11312.75,11218.7197265625,11267.48046875,11281.259765625,0.0,0.0,-0.0012214324606713012,-0.0012214324606713012,-0.001222179017273521,PASS,2026-04-08T12:05:22Z,D20260408.01
HSCEI,HK,index,2020-01-13,11327.8701171875,11407.6904296875,11289.099609375,11396.759765625,11267.48046875,0.0,0.0,0.011473665051699111,0.011473665051699111,0.01140834174713702,PASS,2026-04-08T12:05:22Z,D20260408.01
HSCEI,HK,index,2020-01-14,11475.3203125,11475.3203125,11325.6396484375,11355.3701171875,11396.759765625,0.0,0.0,-0.003631703158501254,-0.003631703158501254,-0.0036383138025348006,PASS,2026-04-08T12:05:22Z,D20260408.01
HSCEI,HK,index,2020-01-15,11362.3203125,11419.2001953125,11258.26953125,11295.4697265625,11355.3701171875,0.0,0.0,-0.005275071618699112,-0.005275071618699112,-0.005289033932104512,PASS,2026-04-08T12:05:22Z,D20260408.01
HSCEI,HK,index,2020-01-16,11315.2802734375,11368.6796875,11276.2900390625,11328.3798828125,11295.4697265625,0.0,0.0,0.002913571285362959,0.002913571285362959,0.002909335062908188,PASS,2026-04-08T12:05:22Z,D20260408.01
HSCEI,HK,index,2020-01-17,11372.2197265625,11419.91015625,11307.6201171875,11419.91015625,11328.3798828125,0.0,0.0,0.008079731999133477,0.008079731999133477,0.008047265726489236,PASS,2026-04-08T12:05:22Z,D20260408.01
HSCEI,HK,index,2020-01-20,11502.4697265625,11502.4697265625,11330.7900390625,11331.490234375,11419.91015625,0.0,0.0,-0.007742610989510124,-0.007742610989510124,-0.007772740624099048,PASS,2026-04-08T12:05:22Z,D20260408.01
HSCEI,HK,index,2020-01-21,11214.1904296875,11227.51953125,10970.1298828125,10970.1298828125,11331.490234375,0.0,0.0,-0.031889923045274604,-0.031889923045274604,-0.03240948230839896,PASS,2026-04-08T12:05:22Z,D20260408.01
HSCEI,HK,index,2020-01-22,11048.009765625,11208.41015625,10971.98046875,11174.7001953125,10970.1298828125,0.0,0.0,0.01864793896565531,0.01864793896565531,0.018476197943922815,PASS,2026-04-08T12:05:22Z,D20260408.01
HSCEI,HK,index,2020-01-23,11056.599609375,11066.4296875,10866.509765625,10952.2197265625,11174.7001953125,0.0,0.0,-0.019909300908432903,-0.019909300908432903,-0.020110161506579304,PASS,2026-04-08T12:05:22Z,D20260408.01
HSCEI,HK,index,2020-01-24,10946.16015625,10988.6298828125,10884.4599609375,10976.1904296875,10952.2197265625,0.0,0.0,0.0021886616342132736,0.0021886616342132736,0.002186270003350148,PASS,2026-04-08T12:05:22Z,D20260408.01
HSCEI,HK,index,2020-01-29,10615.8798828125,10710.8798828125,10584.73046875,10618.7197265625,10976.1904296875,0.0,0.0,-0.032567829923772273,-0.032567829923772273,-0.03310996498425575,PASS,2026-04-08T12:05:22Z,D20260408.01
HSCEI,HK,index,2020-01-30,10560.6103515625,10613.509765625,10272.23046875,10325.08984375,10618.7197265625,0.0,0.0,-0.027652098404856718,-0.027652098404856718,-0.02804161510922282,PASS,2026-04-08T12:05:22Z,D20260408.01
HSCEI,HK,index,2020-01-31,10439.169921875,10467.98046875,10230.41015625,10240.509765625,10325.08984375,0.0,0.0,-0.008191703840349507,-0.008191703840349507,-0.00822544021148243,PASS,2026-04-08T12:05:22Z,D20260408.01
HSCEI,HK,index,2020-02-03,10194.8203125,10344.6201171875,10188.990234375,10268.1201171875,10240.509765625,0.0,0.0,0.002696189173627017,0.002696189173627017,0.00269256097567255,PASS,2026-04-08T12:05:22Z,D20260408.01
HSCEI,HK,index,2020-02-04,10312.5302734375,10456.2001953125,10312.5302734375,10435.3603515625,10268.1201171875,0.0,0.0,0.01628732742374739,0.01628732742374739,0.01615611175760603,PASS,2026-04-08T12:05:22Z,D20260408.01
HSCEI,HK,index,2020-02-05,10507.1103515625,10551.419921875,10425.5595703125,10493.849609375,10435.3603515625,0.0,0.0,0.005604910213162118,0.005604910213162118,0.005589261151074633,PASS,2026-04-08T12:05:22Z,D20260408.01
HSCEI,HK,index,2020-02-06,10644.6298828125,10820.990234375,10574.240234375,10764.33984375,10493.849609375,0.0,0.0,0.025776073075542305,0.025776073075542305,0.02544947056504563,PASS,2026-04-08T12:05:22Z,D20260408.01
HSCEI,HK,index,2020-02-07,10676.1396484375,10713.16015625,10625.7802734375,10705.169921875,10764.33984375,0.0,0.0,-0.005496846321640048,-0.005496846321640048,-0.005512009573620854,PASS,2026-04-08T12:05:22Z,D20260408.01
HSCEI,HK,index,2020-02-10,10566.740234375,10667.0302734375,10543.150390625,10654.4296875,10705.169921875,0.0,0.0,-0.004739787854400768,-0.004739787854400768,-0.004751056269550947,PASS,2026-04-08T12:05:22Z,D20260408.01
HSCEI,HK,index,2020-02-11,10756.26953125,10846.98046875,10732.509765625,10808.51953125,10654.4296875,0.0,0.0,0.014462514491111689,0.014462514491111689,0.014358929863382228,PASS,2026-04-08T12:05:22Z,D20260408.01
HSCEI,HK,index,2020-02-12,10847.990234375,10927.240234375,10808.1298828125,10884.6904296875,10808.51953125,0.0,0.0,0.007047301734272926,0.007047301734272926,0.007022585557038286,PASS,2026-04-08T12:05:22Z,D20260408.01
HSCEI,HK,index,2020-02-13,10915.2001953125,10915.2001953125,10825.83984375,10835.3798828125,10884.6904296875,0.0,0.0,-0.004530266358380497,-0.004530266358380497,-0.004540559112729348,PASS,2026-04-08T12:05:22Z,D20260408.01
HSCEI,HK,index,2020-02-14,10809.76953125,10927.1396484375,10809.7099609375,10863.4501953125,10835.3798828125,0.0,0.0,0.0025906163700384344,0.0025906163700384344,0.002587266507674991,PASS,2026-04-08T12:05:22Z,D20260408.01
HSCEI,HK,index,2020-02-17,10842.5,11005.490234375,10842.5,10957.83984375,10863.4501953125,0.0,0.0,0.008688735782875767,0.008688735782875767,0.008651205952630237,PASS,2026-04-08T12:05:22Z,D20260408.01
HSCEI,HK,index,2020-02-18,10863.990234375,10887.6298828125,10797.23046875,10805.150390625,10957.83984375,0.0,0.0,-0.013934265813538849,-0.013934265813538849,-0.014032259069774915,PASS,2026-04-08T12:05:22Z,D20260408.01
HSCEI,HK,index,2020-02-19,10811.490234375,10933.990234375,10807.4697265625,10908.5703125,10805.150390625,0.0,0.0,0.009571354227955187,0.009571354227955187,0.009525839014754907,PASS,2026-04-08T12:05:22Z,D20260408.01
HSCEI,HK,index,2020-02-20,10951.3203125,10954.919921875,10812.4296875,10913.9697265625,10908.5703125,0.0,0.0,0.0004949699096967741,0.0004949699096967741,0.0004948474524977744,PASS,2026-04-08T12:05:22Z,D20260408.01
HSCEI,HK,index,2020-02-21,10843.9599609375,10857.150390625,10755.330078125,10790.83984375,10913.9697265625,0.0,0.0,-0.011281860395198406,-0.011281860395198406,-0.01134598332229784,PASS,2026-04-08T12:05:22Z,D20260408.01
HSCEI,HK,index,2020-02-24,10699.080078125,10699.080078125,10559.98046875,10568.330078125,10790.83984375,0.0,0.0,-0.020620245397662607,-0.020620245397662607,-0.020835811152468218,PASS,2026-04-08T12:05:22Z,D20260408.01
HSCEI,HK,index,2020-02-25,10536.330078125,10597.9697265625,10475.5703125,10579.919921875,10568.330078125,0.0,0.0,0.0010966580021936068,0.0010966580021936068,0.0010960571120805617,PASS,2026-04-08T12:05:22Z,D20260408.01
HSCEI,HK,index,2020-02-26,10382.9296875,10547.4697265625,10382.9296875,10501.6201171875,10579.919921875,0.0,0.0,-0.007400793698410513,-0.007400793698410513,-0.007428315444682014,PASS,2026-04-08T12:05:22Z,D20260408.01
HSCEI,HK,index,2020-02-27,10447.0400390625,10629.759765625,10415.4697265625,10593.1103515625,10501.6201171875,0.0,0.0,0.008712011418624988,0.008712011418624988,0.008674280828341015,PASS,2026-04-08T12:05:22Z,D20260408.01
