ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,swing,vol,amount
HSCEI,20200102,11199.509765625,11332.7099609375,11199.509765625,11320.5595703125,,,,,,
HSCEI,20200103,11424.41015625,11428.3896484375,11243.76953125,11253.5498046875,11320.5595703125,-67.009765625,-0.5919298000138541,1.6308391474892758,,
HSCEI,20200106,11210.4404296875,11239.1298828125,11095.1796875,11165.41015625,11253.5498046875,-88.1396484375,-0.7832164069757502,1.2791536698272723,,
HSCEI,20200107,11195.1904296875,11271.580078125,11179.080078125,11198.75,11165.41015625,33.33984375,0.2985993643174634,0.8284514290612225,,
HSCEI,20200108,11073.75,11129.7998046875,11023.26953125,11079.7900390625,11198.75,-118.9599609375,-1.0622610642928898,0.9512693241433196,,
HSCEI,20200109,11186.8701171875,11290.150390625,11178.1796875,11281.259765625,11079.7900390625,201.4697265625,1.8183532887555247,1.010585062805705,,
HSCEI,20200110,11312.75,11312.75,11218.7197265625,11267.48046875,11281.259765625,-13.779296875,-0.12214324606713463,0.8335086275029194,,
HSCEI,20200113,11327.8701171875,11407.6904296875,11289.099609375,11396.759765625,11267.48046875,129.279296875,1.1473665051699182,1.0525052219208,,
HSCEI,20200114,11475.3203125,11475.3203125,11325.6396484375,11355.3701171875,11396.759765625,-41.3896484375,-0.36317031585012255,1.313361579437412,,
HSCEI,20200115,11362.3203125,11419.2001953125,11258.26953125,11295.4697265625,11355.3701171875,-59.900390625,-0.527507161869913,1.4172207722134498,,
HSCEI,20200116,11315.2802734375,11368.6796875,11276.2900390625,11328.3798828125,11295.4697265625,32.91015625,0.29135712853630397,0.8179354260959676,,
HSCEI,20200117,11372.2197265625,11419.91015625,11307.6201171875,11419.91015625,11328.3798828125,91.5302734375,0.8079731999133468,0.9912276973768089,,
HSCEI,20200120,11502.4697265625,11502.4697265625,11330.7900390625,11331.490234375,11419.91015625,-88.419921875,-0.7742610989510166,1.5033365862869024,,
HSCEI,20200121,11214.1904296875,11227.51953125,10970.1298828125,10970.1298828125,11331.490234375,-361.3603515625,-3.1889923045274653,2.271454531696877,,
HSCEI,20200122,11048.009765625,11208.41015625,10971.98046875,11174.7001953125,10970.1298828125,204.5703125,1.8647938965655406,2.1552132019004375,,
HSCEI,20200123,11056.599609375,11066.4296875,10866.509765625,10952.2197265625,11174.7001953125,-222.48046875,-1.9909300908432859,1.7890405861524703,,
HSCEI,20200124,10946.16015625,10988.6298828125,10884.4599609375,10976.1904296875,10952.2197265625,23.970703125,0.218866163421317,0.9511306792207238,,
HSCEI,20200129,10615.8798828125,10710.8798828125,10584.73046875,10618.7197265625,10976.1904296875,-357.470703125,-3.256782992377233,1.1493005234430098,,
HSCEI,20200130,10560.6103515625,10613.509765625,10272.23046875,10325.08984375,10618.7197265625,-293.6298828125,-2.7652098404856766,3.2139401515730484,,
HSCEI,20200131,10439.169921875,10467.98046875,10230.41015625,10240.509765625,10325.08984375,-84.580078125,-0.8191703840349451,2.3009031020084194,,
HSCEI,20200203,10194.8203125,10344.6201171875,10188.990234375,10268.1201171875,10240.509765625,27.6103515625,0.269618917362703,1.519747418579817,,
HSCEI,20200204,10312.5302734375,10456.2001953125,10312.5302734375,10435.3603515625,10268.1201171875,167.240234375,1.6287327423747369,1.399184273609297,,
HSCEI,20200205,10507.1103515625,10551.419921875,10425.5595703125,10493.849609375,10435.3603515625,58.4892578125,0.5604910213162148,1.2060949245864305,,
HSCEI,20200206,10644.6298828125,10820.990234375,10574.240234375,10764.33984375,10493.849609375,270.490234375,2.5776073075542203,2.3513773227658836,,
HSCEI,20200207,10676.1396484375,10713.16015625,10625.7802734375,10705.169921875,10764.33984375,-59.169921875,-0.5496846321639993,0.8117532898520905,,
HSCEI,20200210,10566.740234375,10667.0302734375,10543.150390625,10654.4296875,10705.169921875,-50.740234375,-0.4739787854400811,1.1571967910510528,,
HSCEI,20200211,10756.26953125,10846.98046875,10732.509765625,10808.51953125,10654.4296875,154.08984375,1.446251449111175,1.0743954062534142,,
HSCEI,20200212,10847.990234375,10927.240234375,10808.1298828125,10884.6904296875,10808.51953125,76.1708984375,0.7047301734272841,1.1020043144495753,,
HSCEI,20200213,10915.2001953125,10915.2001953125,10825.83984375,10835.3798828125,10884.6904296875,-49.310546875,-0.4530266358380549,0.8209728346409715,,
HSCEI,20200214,10809.76953125,10927.1396484375,10809.7099609375,10863.4501953125,10835.3798828125,28.0703125,0.2590616370038509,1.08376161029916,,
HSCEI,20200217,10842.5,11005.490234375,10842.5,10957.83984375,10863.4501953125,94.3896484375,0.8688735782875725,1.5003542285795086,,
HSCEI,20200218,10863.990234375,10887.6298828125,10797.23046875,10805.150390625,10957.83984375,-152.689453125,-1.3934265813538893,0.824974770132828,,
HSCEI,20200219,10811.490234375,10933.990234375,10807.4697265625,10908.5703125,10805.150390625,103.419921875,0.9571354227955166,1.1709277820165696,,
HSCEI,20200220,10951.3203125,10954.919921875,10812.4296875,10913.9697265625,10908.5703125,5.3994140625,0.049496990969686246,1.3062228164924798,,
HSCEI,20200221,10843.9599609375,10857.150390625,10755.330078125,10790.83984375,10913.9697265625,-123.1298828125,-1.128186039519842,0.9329356325058239,,
HSCEI,20200224,10699.080078125,10699.080078125,10559.98046875,10568.330078125,10790.83984375,-222.509765625,-2.0620245397662584,1.2890526723512237,,
HSCEI,20200225,10536.330078125,10597.9697265625,10475.5703125,10579.919921875,10568.330078125,11.58984375,0.10966580021936857,1.1581717561589988,,
HSCEI,20200226,10382.9296875,10547.4697265625,10382.9296875,10501.6201171875,10579.919921875,-78.2998046875,-0.740079369841048,1.555210628034128,,
HSCEI,20200227,10447.0400390625,10629.759765625,10415.4697265625,10593.1103515625,10501.6201171875,91.490234375,0.8712011418625046,2.0405426655243577,,
HSCEI,20200228,10372.83984375,10400.740234375,10239.7900390625,10302.3603515625,10593.1103515625,-290.75,-2.7447084977936997,1.5193856192459998,,
HSCEI,20200302,10315.919921875,10522.5498046875,10315.919921875,10485.169921875,10302.3603515625,182.8095703125,1.7744435651076245,2.005655750346197,,
HSCEI,20200303,10527.9697265625,10582.919921875,10459.080078125,10485.16015625,10485.169921875,-0.009765625,-9.313749870306033e-05,1.1810952485532487,,
HSCEI,20200304,10527.66015625,10574.91015625,10428.4501953125,10521.7802734375,10485.16015625,36.6201171875,0.3492566316754967,1.3968309377725439,,
HSCEI,20200305,10545.150390625,10747.150390625,10531.9296875,10728.0703125,10521.7802734375,206.2900390625,1.9606001427656155,2.0454780230331373,,
HSCEI,20200306,10558.7197265625,10573.4697265625,10445.48046875,10456.9296875,10728.0703125,-271.140625,-2.5273941827550823,1.193031496665072,,
HSCEI,20200309,10018.3798828125,10096.3798828125,9922.7900390625,9984.4404296875,10456.9296875,-472.4892578125,-4.5184320056900065,1.6600460071707832,,
HSCEI,20200310,10115.259765625,10247.5302734375,9956.400390625,10153.3701171875,9984.4404296875,168.9296875,1.691929444515573,2.9158357432516824,,
HSCEI,20200311,10158.9404296875,10179.580078125,10019.5,10070.4697265625,10153.3701171875,-82.900390625,-0.8164815196155142,1.5766201396915338,,
HSCEI,20200312,9817.1904296875,9817.1904296875,9613.33984375,9725.7197265625,10070.4697265625,-344.75,-3.4233755659943634,2.0242410877797585,,
HSCEI,20200313,9006.099609375,9707.669921875,9006.099609375,9650.150390625,9725.7197265625,-75.5693359375,-0.7770050758414108,7.213556756976031,,
HSCEI,20200316,9372.169921875,9464.5400390625,9106.400390625,9227.599609375,9650.150390625,-422.55078125,-4.378696332655114,3.7112338558519067,,
HSCEI,20200317,9190.9599609375,9329.3896484375,8954.669921875,9216.169921875,9227.599609375,-11.4296875,-0.12386414651528374,4.060858104222408,,
HSCEI,20200318,9086.349609375,9271.5498046875,8738.73046875,8800.6201171875,9216.169921875,-415.5498046875,-4.508920822967615,5.781353213473517,,
HSCEI,20200319,8724.080078125,8781.830078125,8290.33984375,8559.6396484375,8800.6201171875,-240.98046875,-2.7382214610010056,5.584722756242208,,
HSCEI,20200320,8780.0302734375,9126.8798828125,8780.0302734375,9118.669921875,8559.6396484375,559.0302734375,6.53100242998602,4.052152001963247,,
HSCEI,20200323,8669.5498046875,8882.0302734375,8669.5498046875,8751.759765625,9118.669921875,-366.91015625,-4.023724505805505,2.3301695375580533,,
HSCEI,20200324,9127.009765625,9237.490234375,9062.1396484375,9184.4404296875,8751.759765625,432.6806640625,4.9439275717093505,2.0036037395157806,,
HSCEI,20200325,9427.009765625,9557.169921875,9345.650390625,9529.490234375,9184.4404296875,345.0498046875,3.756895233074535,2.3030203404258667,,
HSCEI,20200326,9452.099609375,9566.01953125,9380.2998046875,9447.5595703125,9529.490234375,-81.9306640625,-0.8597591481541982,1.9488946627235888,,
HSCEI,20200327,9633.9404296875,9637.9599609375,9452.7900390625,9504.919921875,9447.5595703125,57.3603515625,0.6071446402174173,1.9599762298071972,,
HSCEI,20200330,9315.23046875,9537.5595703125,9303.76953125,9402.169921875,9504.919921875,-102.75,-1.081019102154949,2.459673947641014,,
HSCEI,20200331,9564.990234375,9595.2001953125,9423.9404296875,9594.76953125,9402.169921875,192.599609375,2.0484591426804526,1.8214919220567227,,
HSCEI,20200401,9474.8798828125,9636.9296875,9358.150390625,9404.98046875,9594.76953125,-189.7890625,-1.9780471212139101,2.9055340617304104,,
HSCEI,20200402,9266.849609375,9526.5595703125,9266.849609375,9526.5595703125,9404.98046875,121.5791015625,1.2927097718753569,2.7614088280187317,,
HSCEI,20200403,9438.6904296875,9514.2099609375,9430.740234375,9491.099609375,9526.5595703125,-35.4599609375,-0.37222210889231655,0.8761791279048491,,
HSCEI,20200406,9631.080078125,9700.009765625,9466.6796875,9652.3095703125,9491.099609375,161.2099609375,1.6985382892648397,2.4584093279826513,,
HSCEI,20200407,9774.91015625,9853.849609375,9670.3203125,9846.919921875,9652.3095703125,194.6103515625,2.0162050351250738,1.9014029288853207,,
HSCEI,20200408,9815.5595703125,9815.5595703125,9665.0703125,9681.9501953125,9846.919921875,-164.9697265625,-1.6753434360324047,1.5282876169043182,,
HSCEI,20200409,9766.1298828125,9824.16015625,9711.16015625,9811.1201171875,9681.9501953125,129.169921875,1.334131236675204,1.1671202363208681,,
HSCEI,20200414,9839.150390625,9901.2900390625,9796.2099609375,9847.4697265625,9811.1201171875,36.349609375,0.3704939796967866,1.0710303907187584,,
